order_id,order_date,customer_id,product,region,quantity,unit_price,category,revenue
7665,2024-06-08 00:00:00,1230,Monitor,South,2,384.48,Electronics,768.96
4003,2025-02-01 00:00:00,1173,Webcam,South,3,796.92,Electronics,2390.7599999999998
3942,2024-04-20 00:00:00,1146,Headphones,East,4,22.83,Accessories,91.32
4456,2024-07-21 00:00:00,1249,Mouse,South,5,476.54,Accessories,2382.7000000000003
6857,2024-02-21 00:00:00,1059,Charger,North,2,266.49,Accessories,532.98
4443,2025-05-22 00:00:00,1191,Mouse,West,5,307.86,Accessories,1539.3000000000002
2910,2024-06-19 00:00:00,1293,Printer,East,1,215.24,Office,215.24
6639,2024-08-22 00:00:00,1041,Speaker,East,1,556.15,Accessories,556.15
5195,2025-01-14 00:00:00,1211,Headphones,South,2,378.57,Accessories,757.14
5468,2024-08-26 00:00:00,1254,Charger,West,3,165.43,Accessories,496.29
2065,2024-05-17 00:00:00,1024,Webcam,West,3,545.1,Electronics,1635.3000000000002
2696,2024-06-25 00:00:00,1116,Speaker,East,3,404.63,Accessories,1213.8899999999999
7435,2024-01-31 00:00:00,1067,Headphones,East,1,434.56,Accessories,434.56
3240,11/06/2025,1259,Monitor,South,3,320.04,Electronics,960.1200000000001
4064,2024-04-22 00:00:00,1150,Mouse,West,5,760.25,Accessories,3801.25
5319,2025-04-21 00:00:00,1136,Printer,East,3,223.71,Office,671.13
5019,2024-04-17 00:00:00,1116,Speaker,West,1,597.48,Accessories,597.48
5923,2024-08-03 00:00:00,1003,Charger,West,3,535.24,Accessories,1605.72
6915,2024-01-23 00:00:00,1078,Speaker,East,1,49.48,Accessories,49.48
7045,2025-05-19 00:00:00,1136,Keyboard,East,3,708.51,Accessories,2125.5299999999997
2258,2024-10-28 00:00:00,1039,Monitor,South,4,644.14,Electronics,2576.56
606,2024-04-20 00:00:00,1017,Webcam,South,2,308.85,Electronics,617.7
7538,2024-06-17 00:00:00,1029,Tablet,West,1,609.82,Electronics,609.82
537,2024-10-08 00:00:00,1060,Printer,West,3,328.36,Office,985.08
7823,2025-04-07 00:00:00,1151,Tablet,South,1,239.63,Electronics,239.63
1157,2024-08-03 00:00:00,1252,Webcam,South,2,373.06,Electronics,746.12
6520,2025-02-12 00:00:00,1084,Monitor,North,1,59.17,Electronics,59.17
3810,2024-09-29 00:00:00,1049,Tablet,South,4,465.5,Electronics,1862.0
5260,2024-01-12 00:00:00,1009,Headphones,North,3,256.37,Accessories,769.11
3697,2025-05-17 00:00:00,1003,Tablet,East,1,393.52,Electronics,393.52
219,2025-02-01 00:00:00,1231,Monitor,South,2,692.31,Electronics,1384.62
7942,2025-01-02 00:00:00,1165,Speaker,North,2,331.5,Accessories,663.0
3028,2024-06-01 00:00:00,1154,Printer,South,1,228.3,Office,228.3
6594,2024-01-08 00:00:00,1077,Printer,West,4,768.37,Office,3073.48
1954,2025-02-10 00:00:00,1110,Webcam,East,4,446.63,Electronics,1786.52
2939,2024-02-10 00:00:00,1074,Laptop,East,5,541.83,Electronics,2709.15
4308,2025-05-22 00:00:00,1178,Speaker,North,3,490.59,Accessories,1471.77
1555,2025-04-17 00:00:00,1255,Monitor,West,4,513.32,Electronics,2053.28
3785,2024-05-22 00:00:00,1032,Webcam,East,5,,Electronics,3321.7000000000003
2230,2025-02-20 00:00:00,1186,Mouse,South,2,361.51,Accessories,723.02
2713,2024-04-10 00:00:00,1146,Monitor,East,5,139.83,Electronics,699.1500000000001
7142,2024-05-26 00:00:00,1256,Keyboard,West,3,70.09,Accessories,210.27
104,2025-02-01 00:00:00,1079,Tablet,South,3,771.35,Electronics,2314.05
7333,2025-02-03 00:00:00,1115,Mouse,North,1,734.51,Accessories,734.51
3554,2024-10-02 00:00:00,1035,Mouse,North,3,540.22,Accessories,1620.66
4559,2024-07-26 00:00:00,1281,Laptop,East,5,191.14,Electronics,955.6999999999999
510,2024-01-08 00:00:00,1166,Tablet,South,2,523.35,Electronics,1046.7
5863,18/02/2024,1244,Monitor,West,4,792.06,Electronics,3168.24
3741,2024-01-06 00:00:00,1191,Laptop,South,4,495.54,Electronics,1982.16
7200,2024-09-09 00:00:00,1024,Speaker,West,4,170.31,Accessories,681.24
2254,2024-07-09 00:00:00,1087,Keyboard,West,1,110.05,Accessories,110.05
75,2024-06-05 00:00:00,1089,Headphones,East,5,83.51,Accessories,417.55
4592,2025-03-07 00:00:00,1208,Webcam,North,1,753.83,Electronics,753.83
434,2024-09-09 00:00:00,1082,Monitor,East,4,466.87,Electronics,1867.48
1749,2025-02-08 00:00:00,1169,Charger,South,1,86.72,Accessories,86.72
7732,2024-06-12 00:00:00,1280,Speaker,South,2,141.84,Accessories,283.68
6447,2024-09-16 00:00:00,1105,Laptop,East,4,423.01,Electronics,1692.04
1381,2024-03-27 00:00:00,1140,Speaker,South,4,740.01,Accessories,2960.04
4545,2025-05-10 00:00:00,1241,Webcam,East,5,169.62,Electronics,848.1
1065,2024-05-16 00:00:00,1255,Speaker,South,2,250.83,Accessories,501.66
4737,2024-04-04 00:00:00,1147,Laptop,West,1,518.89,Electronics,518.89
6156,2024-05-12 00:00:00,1009,Mouse,West,5,283.91,Accessories,1419.5500000000002
4142,2024-01-27 00:00:00,1015,Speaker,East,2,735.81,Accessories,1471.62
6823,2024-05-07 00:00:00,1071,Laptop,North,3,604.98,Electronics,1814.94
5690,2025-05-12 00:00:00,1172,Headphones,West,5,691.68,Accessories,3458.3999999999996
3571,2025-02-28 00:00:00,1280,Tablet,East,1,332.2,Electronics,332.2
4880,2024-12-14 00:00:00,1021,Keyboard,South,4,742.88,Accessories,2971.52
5264,2024-11-02 00:00:00,1060,Printer,East,3,628.57,Office,1885.71
7110,2024-11-15 00:00:00,1047,Printer,North,4,747.01,Office,2988.04
4894,2024-12-05 00:00:00,1073,Speaker,North,3,450.19,Accessories,1350.57
1571,2024-10-30 00:00:00,1060,Speaker,South,1,629.21,Accessories,629.21
5493,2024-05-30 00:00:00,1264,Mouse,North,5,99.35,Accessories,496.75
6925,2024-03-19 00:00:00,1198,Speaker,North,5,678.02,Accessories,3390.1
6990,2024-11-16 00:00:00,1122,Monitor,West,3,354.38,Electronics,1063.1399999999999
814,2024-05-13 00:00:00,1041,Keyboard,North,3,493.45,Accessories,1480.35
5310,2024-10-24 00:00:00,1135,Keyboard,East,1,118.73,Accessories,118.73
326,2024-09-28 00:00:00,1170,Monitor,South,4,,Electronics,319.92
3128,2025-02-06 00:00:00,1157,Charger,West,5,468.18,Accessories,2340.9
1858,2024-08-19 00:00:00,1231,Charger,North,2,731.09,Accessories,1462.18
7981,2025-01-07 00:00:00,1029,Keyboard,South,1,352.84,Accessories,352.84
4703,11/02/2024,1130,Laptop,East,1,403.69,Electronics,403.69
1199,2024-06-16 00:00:00,1289,Monitor,East,2,24.86,Electronics,49.72
7561,2024-02-15 00:00:00,1257,Printer,North,1,398.53,Office,398.53
6527,2025-04-15 00:00:00,1274,Printer,West,3,357.86,Office,1073.58
2244,2024-06-04 00:00:00,1226,Headphones,South,4,211.73,Accessories,846.92
2801,2024-06-05 00:00:00,1145,Headphones,North,4,557.8,Accessories,2231.2
5622,2025-02-22 00:00:00,1060,Tablet,East,4,247.25,Electronics,989.0
5330,2024-03-28 00:00:00,1060,Monitor,South,1,81.39,Electronics,81.39
5245,2024-01-14 00:00:00,1069,Keyboard,West,4,216.91,Accessories,867.64
4422,2025-05-10 00:00:00,1245,Printer,North,4,726.77,Office,2907.08
1039,2024-01-17 00:00:00,1056,Laptop,East,3,776.09,Electronics,2328.27
4697,2024-12-10 00:00:00,1250,Speaker,North,2,468.04,Accessories,936.08
3291,2024-05-19 00:00:00,1282,Headphones,South,4,290.37,Accessories,1161.48
5309,2024-12-17 00:00:00,1234,Laptop,North,5,195.78,Electronics,978.9
942,2025-04-15 00:00:00,1011,Webcam,South,4,368.65,Electronics,1474.6
609,2025-01-08 00:00:00,1201,Speaker,East,2,654.05,Accessories,1308.1
1448,2025-04-04 00:00:00,1020,Mouse,South,2,174.18,Accessories,348.36
6179,2024-04-13 00:00:00,1118,Charger,West,1,63.08,Accessories,63.08
4242,2024-07-19 00:00:00,1149,Laptop,South,1,205.12,Electronics,205.12
7440,2025-06-05 00:00:00,1267,Monitor,South,2,686.99,Electronics,1373.98
1987,2024-08-18 00:00:00,1186,Laptop,West,4,448.81,Electronics,1795.24
6250,2024-08-18 00:00:00,1245,Monitor,West,5,789.91,Electronics,3949.5499999999997
3872,2024-12-25 00:00:00,1027,Tablet,North,3,669.85,Electronics,2009.5500000000002
944,2025-01-30 00:00:00,1231,Printer,North,4,212.16,Office,848.64
2404,2024-04-22 00:00:00,1049,Keyboard,South,3,496.16,Accessories,1488.48
1937,2024-05-28 00:00:00,1180,Webcam,East,5,582.62,Electronics,2913.1
1509,08/05/2024,1172,Speaker,West,5,536.94,Accessories,2684.7000000000003
7483,2024-03-23 00:00:00,1185,Charger,South,2,107.05,Accessories,214.1
421,2024-02-08 00:00:00,1191,Headphones,South,1,699.6,Accessories,699.6
131,2024-10-09 00:00:00,1137,Laptop,North,3,210.99,Electronics,632.97
4624,2024-06-25 00:00:00,1240,Mouse,North,4,489.25,Accessories,1957.0
260,2024-06-29 00:00:00,1034,Charger,North,5,792.18,Accessories,3960.8999999999996
6274,2024-02-27 00:00:00,1180,Printer,North,2,147.04,Office,294.08
2540,2024-10-10 00:00:00,1192,Keyboard,North,3,560.88,Accessories,1682.6399999999999
6767,2025-01-28 00:00:00,1072,Keyboard,North,3,622.17,Accessories,1866.5099999999998
4959,2025-04-14 00:00:00,1130,Webcam,East,3,210.07,Electronics,630.21
3371,2024-09-25 00:00:00,1243,Charger,South,5,387.29,Accessories,1936.45
6680,2024-10-25 00:00:00,1260,Printer,South,2,231.98,Office,463.96
3589,2024-10-22 00:00:00,1288,Charger,South,5,799.4,Accessories,3997.0
497,2024-10-31 00:00:00,1071,Speaker,West,5,661.43,Accessories,3307.1499999999996
5297,2024-02-20 00:00:00,1184,Printer,West,3,193.62,Office,580.86
3907,2024-01-25 00:00:00,1190,Laptop,West,4,680.3,Electronics,2721.2
5063,2024-01-01 00:00:00,1258,Monitor,East,4,178.38,Electronics,713.52
2286,2025-05-22 00:00:00,1283,Mouse,South,5,486.38,Accessories,2431.9
4445,2025-06-11 00:00:00,1269,Speaker,South,4,382.23,Accessories,1528.92
369,2025-01-31 00:00:00,1203,Speaker,West,1,145.37,Accessories,145.37
1774,2024-04-01 00:00:00,1217,Mouse,North,5,356.03,Accessories,1780.1499999999999
4752,2024-03-14 00:00:00,1155,Printer,East,4,79.25,Office,317.0
2747,2024-09-08 00:00:00,1119,Webcam,South,2,247.02,Electronics,494.04
7879,2025-01-21 00:00:00,1200,Laptop,North,4,374.61,Electronics,1498.44
7144,2025-01-13 00:00:00,1241,Mouse,South,4,146.88,Accessories,587.52
7632,2024-01-02 00:00:00,1145,Webcam,West,4,691.8,Electronics,2767.2
3045,2025-02-21 00:00:00,1044,Monitor,East,4,214.95,Electronics,859.8
5893,2025-06-16 00:00:00,1248,Printer,North,5,158.38,Office,791.9
5000,2025-03-15 00:00:00,1159,Printer,West,1,690.27,Office,690.27
5525,2025-02-08 00:00:00,1080,Charger,West,5,,Accessories,3562.55
289,2025-02-03 00:00:00,1035,Charger,East,1,698.48,Accessories,698.48
7802,31/01/2024,1047,Laptop,East,1,261.75,Electronics,261.75
4432,2024-03-11 00:00:00,1088,Charger,East,4,456.83,Accessories,1827.32
2094,2025-06-16 00:00:00,1149,Charger,North,2,476.37,Accessories,952.74
3668,2024-10-28 00:00:00,1181,Laptop,North,2,703.93,Electronics,1407.86
4338,2025-04-20 00:00:00,1135,Printer,East,2,574.73,Office,1149.46
4169,2024-05-14 00:00:00,1090,Printer,South,1,335.51,Office,335.51
3017,2024-07-20 00:00:00,1280,Keyboard,East,5,92.84,Accessories,464.20000000000005
4191,2024-09-01 00:00:00,1189,Charger,West,2,293.83,Accessories,587.66
3859,2025-05-06 00:00:00,1227,Laptop,North,5,24.35,Electronics,121.75
5403,2024-12-22 00:00:00,1157,Keyboard,South,4,222.03,Accessories,888.12
3910,2024-12-29 00:00:00,1106,Keyboard,West,1,545.31,Accessories,545.31
2918,2024-01-10 00:00:00,1248,Keyboard,West,5,545.42,Accessories,2727.1
1234,2025-03-30 00:00:00,1224,Laptop,East,1,781.91,Electronics,781.91
593,2024-03-21 00:00:00,1272,Laptop,East,2,713.53,Electronics,1427.06
3163,2024-05-27 00:00:00,1123,Tablet,West,4,278.43,Electronics,1113.72
6894,2025-01-11 00:00:00,1110,Keyboard,South,5,337.39,Accessories,1686.9499999999998
6842,2024-11-19 00:00:00,1203,Monitor,East,4,238.88,Electronics,955.52
5447,2024-07-25 00:00:00,1018,Tablet,South,5,580.74,Electronics,2903.7
7104,2025-06-18 00:00:00,1250,Webcam,North,3,461.57,Electronics,1384.71
1382,2025-06-07 00:00:00,1124,Webcam,North,1,503.2,Electronics,503.2
7387,2024-09-26 00:00:00,1126,Charger,South,5,213.29,Accessories,1066.45
3359,2025-05-13 00:00:00,1293,Tablet,South,2,461.35,Electronics,922.7
7857,2025-02-20 00:00:00,1111,Monitor,North,4,504.45,Electronics,2017.8
6991,2025-05-11 00:00:00,1099,Charger,East,2,743.72,Accessories,1487.44
7591,2024-09-21 00:00:00,1088,Headphones,West,1,484.09,Accessories,484.09
4601,2025-01-04 00:00:00,1013,Printer,West,5,44.89,Office,224.45
5221,2024-06-03 00:00:00,1021,Charger,East,4,526.09,Accessories,2104.36
1556,2025-02-20 00:00:00,1011,Speaker,North,5,357.57,Accessories,1787.85
1826,2024-03-05 00:00:00,1146,Charger,East,1,77.72,Accessories,77.72
2020,2024-04-28 00:00:00,1198,Charger,West,3,676.9,Accessories,2030.6999999999998
4695,2025-05-05 00:00:00,1235,Webcam,South,3,449.2,Electronics,1347.6
3768,2025-04-18 00:00:00,1017,Keyboard,North,5,525.68,Accessories,2628.3999999999996
2506,2024-04-18 00:00:00,1140,Laptop,East,1,25.43,Electronics,25.43
864,2024-06-25 00:00:00,1089,Printer,North,3,588.41,Office,1765.23
7588,2024-08-27 00:00:00,1099,Monitor,North,4,316.28,Electronics,1265.12
2657,2024-01-23 00:00:00,1160,Speaker,South,2,233.69,Accessories,467.38
3269,2025-05-26 00:00:00,1073,Charger,West,2,755.68,Accessories,1511.36
3867,2025-05-25 00:00:00,1287,Mouse,East,3,646.98,Accessories,1940.94
6583,2024-03-27 00:00:00,1031,Speaker,West,4,393.56,Accessories,1574.24
1333,2025-01-26 00:00:00,1231,Speaker,West,5,172.54,Accessories,862.6999999999999
6499,2024-09-17 00:00:00,1274,Monitor,North,3,304.01,Electronics,912.03
7170,2024-06-07 00:00:00,1282,Webcam,East,3,668.78,Electronics,2006.34
4251,2024-03-18 00:00:00,1136,Speaker,East,2,23.45,Accessories,46.9
2917,2024-06-21 00:00:00,1200,Webcam,South,2,641.09,Electronics,1282.18
2039,2024-04-26 00:00:00,1087,Tablet,West,2,,Electronics,176.92
3742,2024-07-24 00:00:00,1202,Tablet,West,2,191.95,Electronics,383.9
7762,2024-10-11 00:00:00,1298,Keyboard,South,2,186.89,Accessories,373.78
6607,2024-01-09 00:00:00,1119,Keyboard,East,3,331.26,Accessories,993.78
1957,2025-04-05 00:00:00,1284,Tablet,North,1,633.94,Electronics,633.94
7132,2024-04-15 00:00:00,1223,Keyboard,East,1,795.3,Accessories,795.3
7666,2024-08-24 00:00:00,1176,Charger,South,4,765.0,Accessories,3060.0
6145,16/02/2025,1299,Laptop,North,5,197.34,Electronics,986.7
6397,2024-08-14 00:00:00,1230,Mouse,South,4,332.08,Accessories,1328.32
5736,2024-06-28 00:00:00,1007,Keyboard,West,3,64.23,Accessories,192.69
2390,2024-10-27 00:00:00,1085,Laptop,West,3,305.39,Electronics,916.17
5995,2024-02-25 00:00:00,1050,Printer,South,4,717.73,Office,2870.92
5511,2025-03-03 00:00:00,1048,Keyboard,South,2,513.36,Accessories,1026.72
2253,2024-05-22 00:00:00,1059,Speaker,North,3,709.84,Accessories,2129.52
4531,2025-01-30 00:00:00,1183,Keyboard,North,4,15.54,Accessories,62.16
6799,2025-06-19 00:00:00,1110,Charger,East,4,460.38,Accessories,1841.52
1064,2025-06-02 00:00:00,1099,Keyboard,North,1,189.48,Accessories,189.48
7625,2025-03-24 00:00:00,1112,Keyboard,East,5,115.23,Accessories,576.15
3060,2024-03-05 00:00:00,1115,Tablet,East,1,651.82,Electronics,651.82
4406,2025-05-21 00:00:00,1058,Printer,West,2,430.55,Office,861.1
1207,2025-02-25 00:00:00,1066,Monitor,East,3,136.69,Electronics,410.07
7551,2024-11-20 00:00:00,1049,Keyboard,West,3,515.39,Accessories,1546.17
1042,2024-01-12 00:00:00,1134,Laptop,South,2,636.04,Electronics,1272.08
2263,2024-07-28 00:00:00,1261,Keyboard,North,2,54.57,Accessories,109.14
2001,2024-01-20 00:00:00,1105,Speaker,East,3,711.05,Accessories,2133.1499999999996
3166,2025-04-27 00:00:00,1096,Monitor,East,2,316.76,Electronics,633.52
6485,2025-01-14 00:00:00,1271,Monitor,North,2,299.41,Electronics,598.82
5972,28/01/2025,1144,Monitor,North,1,781.33,Electronics,781.33
1464,2024-07-22 00:00:00,1269,Printer,North,1,539.67,Office,539.67
6263,2024-04-24 00:00:00,1241,Charger,South,1,184.57,Accessories,184.57
7409,2024-08-02 00:00:00,1196,Webcam,North,4,127.54,Electronics,510.16
3354,2024-07-13 00:00:00,1090,Monitor,South,4,78.74,Electronics,314.96
4931,2024-10-09 00:00:00,1143,Mouse,South,4,325.35,Accessories,1301.4
6883,2025-04-17 00:00:00,1063,Printer,East,4,762.83,Office,3051.32
1091,07/05/2025,1216,Webcam,East,1,546.83,Electronics,546.83
6235,2025-05-16 00:00:00,1112,Mouse,West,5,419.58,Accessories,2097.9
3158,2024-10-21 00:00:00,1077,Monitor,South,1,388.9,Electronics,388.9
3292,19/03/2025,1248,Laptop,West,3,585.82,Electronics,1757.46
1721,2025-03-24 00:00:00,1187,Laptop,North,1,250.12,Electronics,250.12
3841,2024-10-25 00:00:00,1044,Laptop,West,4,339.32,Electronics,1357.28
4079,2024-01-25 00:00:00,1298,Keyboard,West,2,251.73,Accessories,503.46
4452,2024-10-30 00:00:00,1088,Speaker,West,1,275.14,Accessories,275.14
2356,2025-03-24 00:00:00,1107,Mouse,East,2,70.58,Accessories,141.16
5273,2024-07-30 00:00:00,1037,Mouse,East,1,406.28,Accessories,406.28
7277,2024-11-27 00:00:00,1186,Webcam,East,1,357.82,Electronics,357.82
1288,2025-01-21 00:00:00,1045,Tablet,West,2,310.16,Electronics,620.32
6776,2024-09-23 00:00:00,1135,Monitor,East,1,16.64,Electronics,16.64
6340,2025-03-15 00:00:00,1027,Charger,West,1,164.35,Accessories,164.35
5818,2024-06-02 00:00:00,1280,Tablet,North,5,290.92,Electronics,1454.6000000000001
4187,2024-05-23 00:00:00,1252,Charger,West,4,647.67,Accessories,2590.68
7788,2024-05-26 00:00:00,1114,Headphones,East,4,60.69,Accessories,242.76
1994,2024-11-09 00:00:00,1293,Laptop,North,1,110.45,Electronics,110.45
5750,2024-01-13 00:00:00,1254,Printer,North,2,293.48,Office,586.96
4107,2025-03-06 00:00:00,1266,Monitor,South,2,479.26,Electronics,958.52
5961,2025-06-19 00:00:00,1256,Charger,North,1,102.26,Accessories,102.26
5409,2024-11-07 00:00:00,1121,Monitor,East,4,70.44,Electronics,281.76
5739,2024-06-19 00:00:00,1094,Webcam,North,1,192.65,Electronics,192.65
4524,2024-05-02 00:00:00,1227,Mouse,North,4,601.85,Accessories,2407.4
46,2024-04-01 00:00:00,1052,Speaker,South,5,553.51,Accessories,2767.55
2545,2024-04-26 00:00:00,1237,Charger,North,4,637.46,Accessories,2549.84
7523,2024-03-29 00:00:00,1186,Speaker,East,4,472.4,Accessories,1889.6
514,2024-11-11 00:00:00,1084,Monitor,South,1,389.9,Electronics,389.9
5963,2025-04-28 00:00:00,1164,Printer,East,1,617.38,Office,617.38
6984,2025-04-05 00:00:00,1288,Webcam,East,3,143.91,Electronics,431.73
91,2024-02-10 00:00:00,1297,Laptop,North,1,,Electronics,755.45
6347,2025-06-14 00:00:00,1194,Printer,West,3,174.96,Office,524.88
2120,2024-11-22 00:00:00,1229,Charger,South,2,397.53,Accessories,795.06
3492,2025-01-22 00:00:00,1238,Headphones,North,2,192.39,Accessories,384.78
6155,2024-10-08 00:00:00,1137,Webcam,West,3,99.29,Electronics,297.87
6153,2024-03-12 00:00:00,1075,Headphones,West,4,,Accessories,241.96
187,2024-10-24 00:00:00,1222,Laptop,East,4,78.47,Electronics,313.88
5948,2024-07-27 00:00:00,1173,Printer,South,1,694.6,Office,694.6
6508,2024-10-19 00:00:00,1040,Tablet,East,1,198.01,Electronics,198.01
2935,2024-06-02 00:00:00,1093,Laptop,East,5,77.83,Electronics,389.15
3206,2025-01-04 00:00:00,1037,Mouse,West,3,67.17,Accessories,201.51
2631,2024-12-23 00:00:00,1278,Mouse,West,4,653.23,Accessories,2612.92
6752,2024-04-13 00:00:00,1058,Webcam,West,2,134.28,Electronics,268.56
752,2024-11-15 00:00:00,1057,Monitor,East,4,91.31,Electronics,365.24
6071,2025-03-04 00:00:00,1178,Mouse,East,4,640.69,Accessories,2562.76
2625,2024-12-23 00:00:00,1031,Headphones,South,5,431.39,Accessories,2156.95
6927,2024-06-24 00:00:00,1183,Keyboard,South,2,148.08,Accessories,296.16
4448,2024-01-31 00:00:00,1222,Tablet,East,3,458.46,Electronics,1375.3799999999999
2786,2025-01-07 00:00:00,1038,Webcam,East,5,699.17,Electronics,3495.85
3882,2024-06-11 00:00:00,1094,Keyboard,South,1,176.53,Accessories,176.53
5398,2024-09-11 00:00:00,1259,Speaker,East,4,242.18,Accessories,968.72
5261,2024-03-21 00:00:00,1288,Laptop,East,4,710.81,Electronics,2843.24
3746,2024-12-14 00:00:00,1078,Charger,West,4,437.64,Accessories,1750.56
5482,2024-08-01 00:00:00,1198,Laptop,West,3,383.21,Electronics,1149.6299999999999
4703,2024-02-11 00:00:00,1130,Laptop,East,1,403.69,Electronics,403.69
5332,2024-12-08 00:00:00,1121,Headphones,West,5,150.33,Accessories,751.6500000000001
6361,2025-06-07 00:00:00,1019,Charger,East,2,74.97,Accessories,149.94
7391,2025-02-02 00:00:00,1040,Keyboard,South,5,366.12,Accessories,1830.6
6287,2024-01-13 00:00:00,1191,Mouse,North,4,508.19,Accessories,2032.76
4727,2024-07-27 00:00:00,1036,Speaker,West,1,796.51,Accessories,796.51
